nome_municipio,sigla_uf,taxa_ano_anterior,meta_alfabetizacao,risco_%
Nordestina,BA,31.25,38.28,68.7
Santa Cruz do Sul,RS,69.79,67.32,68.7
São Pedro do Ivaí,PR,83.61,80.0,68.6
Cezarina,GO,41.26,47.38,68.6
João Dias,RN,46.15,51.64,68.6
Tarumirim,MG,50.45,71.59,68.6
Camalaú,PB,36.34,42.98,68.5
Novo Cabrais,RS,86.08,80.0,68.5
Santa Filomena,PI,27.74,34.92,68.5
Nova Glória,GO,81.84,80.0,68.5
Segredo,RS,79.57,75.76,68.5
Penedo,AL,40.64,47.02,68.4
Braço do Norte,SC,56.97,63.84,68.4
Seara,SC,73.9,80.0,68.4
Siderópolis,SC,62.3,64.7,68.4
Santana da Vargem,MG,67.84,67.34,68.3
Altamira do Paraná,PR,79.08,79.21,68.3
São Francisco do Pará,PA,37.02,43.6,68.3
São Ludgero,SC,65.73,68.15,68.3
Muquém de São Francisco,BA,30.98,38.02,68.3
Piraí do Sul,PR,72.99,74.08,68.2
São Domingos,GO,45.68,51.24,68.2
Diamante do Norte,PR,72.99,74.08,68.2
Vertente do Lério,PE,83.71,80.0,68.2
Uruçuca,BA,30.01,37.1,68.1
Caraúbas,PB,48.41,53.58,68.1
Uruguaiana,RS,60.94,64.39,68.1
Sentinela do Sul,RS,73.81,74.77,68.1
Alto do Rodrigues,RN,48.41,53.58,68.1
Arapuá,MG,84.21,80.0,68.0
Fortaleza do Tabocão,TO,48.93,54.03,68.0
Iretama,PR,87.59,80.0,68.0
Mampituba,RS,66.23,68.47,67.9
São Francisco de Paula,MG,78.67,78.86,67.9
Figueira,PR,82.1,80.0,67.9
Aurora do Pará,PA,33.96,40.81,67.8
Vera Cruz,RS,70.46,68.66,67.8
Porto Barreiro,PR,100.0,80.0,67.7
Serranópolis do Iguaçu,PR,100.0,80.0,67.7
Tacima,PB,55.93,59.92,67.7
Candeias,BA,32.66,39.6,67.7
Abaetetuba,PA,39.73,46.03,67.7
Jaicós,PI,78.99,79.14,67.7
Caxias,MA,43.75,49.57,67.7
Santa Terezinha de Goiás,GO,84.75,80.0,67.7
Santa Cruz de Monte Castelo,PR,85.79,80.0,67.7
Palma Sola,SC,80.08,80.0,67.7
Estrela do Indaiá,MG,100.0,80.0,67.6
Marechal Deodoro,AL,40.6,46.8,67.6
Bom Retiro do Sul,RS,79.94,78.46,67.6
São Marcos,RS,82.76,80.0,67.6
Santo Antônio de Jesus,BA,33.47,40.35,67.6
Cerro Grande do Sul,RS,58.43,61.22,67.6
Agricolândia,PI,32.61,39.55,67.6
Coronel Sapucaia,MS,78.98,79.13,67.6
Umburatiba,MG,63.7,66.38,67.6
São Leopoldo,RS,56.43,60.83,67.6
Padre Paraíso,MG,45.96,54.04,67.6
Campinorte,GO,73.78,74.74,67.5
Ciríaco,RS,86.67,80.0,67.5
São Pedro de Alcântara,SC,74.22,74.91,67.5
Montividiu,GO,65.97,68.25,67.5
Rebouças,PR,86.33,80.0,67.5
Manicoré,AM,55.74,56.43,67.5
Capitólio,MG,79.21,80.0,67.5
Miraselva,PR,77.05,77.49,67.4
Tonantins,AM,45.93,51.45,67.4
Igreja Nova,AL,47.93,53.17,67.4
Jacutinga,MG,62.51,63.18,67.3
Paraíso das Águas,MS,76.38,76.92,67.3
Buriti Alegre,GO,69.02,70.78,67.3
Porto dos Gaúchos,MT,65.8,76.25,67.3
Guaraqueçaba,PR,70.13,71.7,67.3
Rodolfo Fernandes,RN,25.25,38.22,67.3
Jaraguá,GO,82.9,80.0,67.3
Moema,MG,81.44,80.0,67.3
Paripiranga,BA,51.85,56.5,67.2
Campos dos Goytacazes,RJ,38.69,45.1,67.2
Abelardo Luz,SC,62.66,67.3,67.2
Rondon do Pará,PA,60.17,63.45,67.2
Rio do Campo,SC,70.75,69.94,67.2
Santo Antônio da Barra,GO,82.48,80.0,67.2
Soure,PA,62.77,65.61,67.1
Paragominas,PA,62.45,65.34,67.1
Dona Eusébia,MG,47.11,52.47,67.1
Monte Alegre,RN,59.18,62.63,67.1
Itaguari,GO,85.79,80.0,67.0
Terra Rica,PR,69.02,70.78,67.0
Rafael Jambeiro,BA,48.41,53.58,67.0
Serranos,MG,38.46,44.9,66.9
Junco do Seridó,PB,56.22,60.17,66.9
Vassouras,RJ,65.42,67.8,66.9
Santa Terezinha,SC,80.9,80.0,66.9
Goiás,GO,67.46,69.49,66.9
Mari,PB,37.99,44.47,66.9
Piracanjuba,GO,67.69,69.9,66.9
São Jorge d'Oeste,PR,88.28,80.0,66.8
Bom Jesus,SC,64.67,67.18,66.8
Farol,PR,75.96,76.57,66.8
Estiva,MG,63.11,73.63,66.8
Capela de Santana,RS,67.11,69.65,66.8
Sericita,MG,68.55,70.39,66.8
Barra Funda,RS,82.95,70.55,66.8
Ruy Barbosa,RN,58.23,61.84,66.7
Jardim de Piranhas,RN,30.88,37.47,66.7
Pequeri,MG,32.02,39.0,66.7
Campo Bonito,PR,72.87,73.98,66.7
Teixeiras,MG,64.73,76.18,66.7
Italva,RJ,54.49,58.72,66.7
Monte Santo do Tocantins,TO,29.33,36.45,66.7
Maetinga,BA,60.98,64.12,66.7
Aparecida do Taboado,MS,51.45,56.16,66.7
Aporé,GO,61.96,64.94,66.7
Aracruz,ES,70.92,72.36,66.6
Passa Tempo,MG,80.61,80.0,66.6
Ponte Alta,SC,33.56,47.14,66.6
Governador Dix-Sept Rosado,RN,53.1,61.52,66.5
Nova Erechim,SC,69.15,70.89,66.5
Damianópolis,GO,70.55,72.05,66.5
Ortigueira,PR,63.9,65.49,66.5
Serra,ES,60.42,62.54,66.5
Pindoba,AL,29.05,36.18,66.4
Jacaré dos Homens,AL,38.18,44.64,66.4
São Miguel do Guaporé,RO,67.75,69.73,66.4
Valença do Piauí,PI,51.94,56.58,66.3
Dilermando de Aguiar,RS,67.29,69.35,66.3
Nova Fátima,PR,81.68,80.0,66.3
Pitimbu,PB,75.96,76.57,66.3
Farroupilha,RS,82.8,80.0,66.3
Ibiraçu,ES,67.71,69.69,66.3
Água Branca,PB,47.63,52.91,66.3
Morro Redondo,RS,72.96,74.06,66.3
São Miguel do Aleixo,SE,38.64,45.06,66.3
Unistalda,RS,69.42,62.33,66.2
Rio Pardo,RS,66.31,74.39,66.2
Caaporã,PB,37.78,44.29,66.2
Salgadinho,PB,72.73,73.86,66.2
São Luís do Quitunde,AL,39.59,45.9,66.2
Paim Filho,RS,78.96,79.11,66.2
Carazinho,RS,69.3,66.52,66.2
Água Doce,SC,64.75,67.24,66.2
Cipó,BA,27.9,35.07,66.1
Messias,AL,30.81,37.86,66.1
Belém,PA,52.95,53.42,66.1
Águas de Chapecó,SC,66.08,73.48,66.1
Canaã dos Carajás,PA,62.1,65.05,66.1
Lindolfo Collor,RS,69.65,69.56,66.1
Paiçandu,PR,68.48,70.33,66.1
Mondaí,SC,68.17,70.43,66.1
Corguinho,MS,45.65,51.21,66.1
Amapá,AP,31.2,38.23,66.0
Domingos Martins,ES,80.92,80.0,66.0
Ribeirão do Largo,BA,47.25,52.59,66.0
Canavieira,PI,50.7,55.53,66.0
Nova Santa Rita,RS,57.28,61.05,66.0
Grão Pará,SC,64.41,67.57,66.0
Pouso Alto,MG,78.44,78.67,66.0
Quinta do Sol,PR,76.75,77.24,65.9
São Borja,RS,63.44,67.78,65.9
Pitangui,MG,74.72,80.0,65.9
Pojuca,BA,60.54,63.76,65.9
Charqueadas,RS,64.97,66.43,65.9
Pedra Mole,SE,47.62,52.91,65.9
Santo Expedito do Sul,RS,100.0,80.0,65.9
Aracatu,BA,41.95,47.99,65.9
Abel Figueiredo,PA,59.81,63.15,65.8
Maracanã,PA,68.07,69.99,65.8
Uruana,GO,75.58,76.25,65.8
Cambará,PR,62.53,65.41,65.8
Guajará,AM,61.86,64.85,65.8
Traipu,AL,31.62,38.63,65.8
Putinga,RS,87.73,80.0,65.8
Prainha,PA,57.34,61.1,65.8
Darcinópolis,TO,31.21,38.24,65.8
Brejinho de Nazaré,TO,38.1,44.57,65.7
Bom Jesus das Selvas,MA,63.61,66.3,65.7
Curitibanos,SC,54.54,53.71,65.7
Derrubadas,RS,49.71,54.69,65.7
Baraúna,RN,32.01,38.99,65.6
Antônio Gonçalves,BA,32.58,39.52,65.6
Cidade Ocidental,GO,51.3,56.04,65.6
Cachoeira do Piriá,PA,47.73,53.0,65.6
Piumhi,MG,57.27,61.04,65.6
Salinas da Margarida,BA,47.81,53.07,65.6
Capão Bonito do Sul,RS,53.85,58.18,65.5
Passa Sete,RS,85.26,80.0,65.5
Monte do Carmo,TO,69.96,71.56,65.5
Itaiópolis,SC,60.94,67.88,65.5
Baixo Guandu,ES,68.83,70.62,65.5
Saboeiro,CE,75.38,76.08,65.5
São Miguel do Tapuio,PI,29.86,36.96,65.5
Itapitanga,BA,31.02,38.06,65.5
Encruzilhada do Sul,RS,69.85,66.52,65.5
Turiaçu,MA,40.48,46.7,65.5
Santo Estêvão,BA,32.65,39.59,65.4
Montes Claros,MG,62.93,64.62,65.4
Acari,RN,44.07,49.84,65.4
São Geraldo do Baixio,MG,71.16,72.56,65.4
Maripá,PR,80.97,80.0,65.4
Otacílio Costa,SC,53.18,59.2,65.4
Nova Hartz,RS,73.14,73.32,65.4
Chupinguaia,RO,80.72,80.0,65.4
Ubiretama,RS,100.0,80.0,65.4
Capão do Cipó,RS,88.68,80.0,65.4
São Benedito do Sul,PE,34.56,41.36,65.3
Aceguá,RS,69.95,71.55,65.2
Nova Petrópolis,RS,88.18,80.0,65.2
Moreno,PE,53.38,57.79,65.2
Alfredo Vasconcelos,MG,72.01,73.26,65.2
Porto Rico,PR,60.4,63.64,65.2
Inconfidentes,MG,81.42,80.0,65.1
Travesseiro,RS,87.67,80.0,65.1
Massaranduba,PB,44.27,50.02,65.1
Governador Edison Lobão,MA,80.4,80.0,65.1
Wanderley,BA,54.03,58.33,65.1
Ubaitaba,BA,29.79,36.89,65.1
Catas Altas,MG,67.35,69.4,65.1
Vista Alegre do Prata,RS,95.03,80.0,65.0
Avelinópolis,GO,71.44,72.79,65.0
São Roque do Canaã,ES,76.86,75.39,65.0
Coelho Neto,MA,60.53,63.75,65.0
Ampére,PR,65.51,67.87,64.9
Santa Maria,RS,64.84,67.72,64.9
Guaporema,PR,84.38,80.0,64.9
São José do Sul,RS,85.0,80.0,64.9
Gracho Cardoso,SE,20.0,27.09,64.9
Barra de Santa Rosa,PB,56.39,60.31,64.9
Apucarana,PR,82.14,80.0,64.9
Frei Inocêncio,MG,53.11,57.56,64.9
Santa Luzia do Pará,PA,56.45,60.36,64.9
Quatro Barras,PR,66.78,68.92,64.9
Boquira,BA,39.47,45.8,64.8
Pedro Osório,RS,67.96,69.69,64.8
Bom Jardim de Minas,MG,47.71,52.98,64.8
São José do Inhacorá,RS,82.48,80.0,64.8
Barra do Ribeiro,RS,67.68,70.43,64.8
Riachão do Poço,PB,68.24,70.13,64.8
Oriximiná,PA,34.52,41.32,64.8
Curaçá,BA,29.66,36.77,64.7
Sapiranga,RS,69.82,73.9,64.7
Carmo da Mata,MG,79.05,79.19,64.7
Mambaí,GO,50.41,55.28,64.7
Venda Nova do Imigrante,ES,83.84,80.0,64.7
Caetanos,BA,24.86,32.08,64.7
Palmeira,PR,71.64,72.95,64.6
São Geraldo do Araguaia,PA,46.49,51.94,64.6
Cristalina,GO,67.92,69.87,64.6
Portão,RS,56.04,60.02,64.6
Machadinho,RS,71.97,69.73,64.6
Pedras Grandes,SC,81.73,80.0,64.6
São José de Mipibu,RN,33.43,41.43,64.6
Dom Macedo Costa,BA,85.87,80.0,64.5
Mato Leitão,RS,86.51,80.0,64.4
Estrela,RS,65.36,69.6,64.4
Marau,RS,67.83,68.78,64.4
América Dourada,BA,32.19,39.16,64.4
Doutor Camargo,PR,79.12,79.25,64.4
Ramilândia,PR,88.1,80.0,64.4
São Valentim do Sul,RS,94.12,80.0,64.4
Itupiranga,PA,42.67,48.62,64.4
Recife,PE,62.54,65.29,64.3
Campo Belo do Sul,SC,27.65,47.83,64.3
Turvelândia,GO,68.16,70.07,64.3
Boa Vista do Incra,RS,71.3,72.67,64.2
Eldorado do Carajás,PA,52.88,57.37,64.2
Orleans,SC,68.54,68.14,64.2
Sobradinho,BA,26.44,33.65,64.2
Feliz,RS,72.83,73.9,64.2
Pedro Régis,PB,47.41,52.73,64.2
Balneário Rincão,SC,52.64,55.22,64.1
São Vicente,RN,57.67,65.76,64.1
Vacaria,RS,70.77,68.24,64.1
Conceição de Macabu,RJ,49.73,54.71,64.1
Vargem,SC,88.99,80.0,64.1
Maracaju,MS,40.62,46.82,64.1
Itamaraju,BA,44.07,49.84,64.1
Trairão,PA,70.84,72.29,64.0
Fazenda Vilanova,RS,80.0,80.0,64.0
Cambuci,RJ,69.0,70.76,64.0
Guidoval,MG,61.83,64.83,64.0
Alagoinhas,BA,33.57,40.44,64.0
Mesquita,RJ,37.82,44.32,64.0
Colinas,RS,86.88,80.0,64.0
Luzerna,SC,72.91,74.01,63.9
Vitória da Conquista,BA,47.86,53.11,63.9
Janiópolis,PR,82.58,80.0,63.9
Alagoinha do Piauí,PI,44.44,50.17,63.9
Itarumã,GO,76.72,77.21,63.9
Taboleiro Grande,RN,45.45,51.04,63.8
Quatis,RJ,48.93,54.03,63.8
Inhambupe,BA,29.49,36.61,63.8
Gentil,RS,94.44,80.0,63.8
Serrinha dos Pintos,RN,56.07,61.18,63.8
Mandaguaçu,PR,60.15,63.44,63.8
Nova América da Colina,PR,62.54,65.42,63.7
Itapejara d'Oeste,PR,75.48,76.17,63.7
Marilândia do Sul,PR,72.1,73.34,63.7
Xanxerê,SC,67.57,68.79,63.7
Mariano Moro,RS,94.12,80.0,63.7
Porto Vera Cruz,RS,63.16,65.93,63.7
São José das Palmeiras,PR,83.2,80.0,63.7
Rio das Flores,RJ,59.69,63.05,63.7
Buriti Bravo,MA,31.4,38.42,63.7
Monteiro,PB,55.03,59.17,63.6
Pouso Redondo,SC,64.29,68.69,63.6
Horizontina,RS,71.23,72.61,63.6
Jucati,PE,44.05,49.83,63.6
Sério,RS,85.41,80.0,63.6
Santo Antônio de Lisboa,PI,61.21,64.31,63.6
Pariconha,AL,37.81,47.56,63.5
Angical,BA,38.05,44.53,63.5
Nova Porteirinha,MG,41.56,47.65,63.5
São José da Safira,MG,72.52,73.69,63.5
Macieira,SC,80.0,80.0,63.5
Caseiros,RS,86.13,80.0,63.4
Aruanã,GO,79.82,79.85,63.4
Jacaraci,BA,63.77,66.43,63.4
Lagoa dos Três Cantos,RS,61.9,64.89,63.4
Araripe,CE,75.5,76.18,63.4
Teolândia,BA,47.32,52.65,63.4
Jaguaré,ES,72.19,73.41,63.4
Francisco Alves,PR,68.71,70.52,63.4
General Carneiro,PR,79.05,79.19,63.4
Senador Canedo,GO,48.52,53.68,63.3
Água Branca,AL,47.14,52.49,63.3
Itiruçu,BA,32.86,39.79,63.3
Tubarão,SC,65.84,71.86,63.3
Vitorino,PR,71.38,72.74,63.3
Feira Nova,SE,29.58,36.69,63.3
Montenegro,RS,64.42,68.22,63.3
Borrazópolis,PR,87.15,80.0,63.2
Torres,RS,64.71,65.68,63.2
Cristalândia do Piauí,PI,79.93,79.94,63.2
Iomerê,SC,74.46,75.31,63.2
Coronel Xavier Chaves,MG,72.49,73.66,63.2
Campinápolis,MT,38.79,45.19,63.2
Boa Vista do Gurupi,MA,59.99,63.3,63.2
Cruzeiro da Fortaleza,MG,62.42,65.32,63.2
Ângulo,PR,90.09,80.0,63.1
Itaíba,PE,59.5,62.9,63.1
Lagoa de Pedras,RN,47.72,52.99,63.1
Palotina,PR,69.03,70.79,63.1
Tapiramutá,BA,33.06,39.97,63.0
Pedra Lavrada,PB,75.61,76.28,63.0
Turvolândia,MG,61.67,64.7,63.0
Jaguari,RS,68.38,67.37,63.0
Major Vieira,SC,69.07,70.82,63.0
Chapecó,SC,56.01,60.17,62.9
Hidrolândia,GO,68.97,70.74,62.9
Murici,AL,53.15,57.6,62.9
Capela do Alto Alegre,BA,35.87,42.56,62.9
Gaurama,RS,78.81,78.98,62.9
Cotiporã,RS,73.99,74.92,62.9
Piçarra,PA,58.29,61.89,62.9
Batalha,PI,43.66,49.49,62.8
Nova Santa Bárbara,PR,84.94,80.0,62.8
Carneiros,AL,43.52,49.37,62.8
Nova Esperança do Sul,RS,87.27,80.0,62.8
São Domingos,SE,29.59,36.7,62.8
Tocos do Moji,MG,78.4,78.63,62.8
Irituia,PA,45.28,50.89,62.8
Piên,PR,85.9,80.0,62.8
Paiva,MG,80.0,80.0,62.8
Sucupira,TO,77.59,77.95,62.7
Parnamirim,PE,48.66,53.79,62.7
Lavandeira,TO,69.23,70.95,62.7
Senador La Rocque,MA,32.24,39.21,62.7
Camapuã,MS,31.56,39.17,62.6
Criciúma,SC,59.18,62.54,62.6
Nazarezinho,PB,36.48,43.11,62.6
Colorado,PR,84.01,80.0,62.6
São João da Paraúna,GO,87.5,80.0,62.6
Tuparendi,RS,88.1,80.0,62.5
Oliveira dos Brejinhos,BA,38.11,44.58,62.5
Engenheiro Paulo de Frontin,RJ,63.0,65.8,62.5
São João do Araguaia,PA,33.62,40.49,62.5
Sananduva,RS,74.0,75.28,62.5
Itacuruba,PE,64.79,67.28,62.5
Peixe-Boi,PA,53.76,58.11,62.5
Morro da Fumaça,SC,68.02,69.95,62.5
Rancho Queimado,SC,74.5,73.86,62.5
Áurea,RS,85.86,80.0,62.5
Extremoz,RN,49.69,53.23,62.4
Pureza,RN,36.66,42.59,62.4
Lagoa do Ouro,PE,72.63,73.78,62.4
Muitos Capões,RS,71.11,70.55,62.4
Ourizona,PR,88.82,80.0,62.4
Boa Nova,BA,44.22,49.97,62.4
Cachoeira de Goiás,GO,65.0,67.45,62.3
Ivolândia,GO,80.84,80.0,62.3
Governador Lindenberg,ES,65.64,66.72,62.3
Viseu,PA,34.28,41.1,62.3
Brumado,BA,53.28,57.7,62.3
Cambará do Sul,RS,77.85,63.31,62.2
Almeirim,PA,30.68,37.74,62.2
Tartarugalzinho,AP,29.97,39.04,62.2
Bom Jardim da Serra,SC,35.91,46.82,62.2
Natividade,TO,28.21,35.38,62.2
Campestre da Serra,RS,90.0,80.0,62.2
Porangatu,GO,51.66,56.34,62.2
Desterro de Entre Rios,MG,80.91,80.0,62.2
Gandu,BA,33.26,40.16,62.2
Independência,RS,66.59,68.77,62.2
Jaçanã,RN,48.62,52.38,62.2
André da Rocha,RS,68.75,70.55,62.1
Apiúna,SC,62.19,66.35,62.1
Lagoa Vermelha,RS,66.11,64.16,62.1
Santo Amaro das Brotas,SE,33.33,41.37,62.1
Amaralina,GO,84.23,80.0,62.1
Mesquita,MG,53.17,57.61,62.0
Paranaguá,PR,61.91,64.89,62.0
Herval d'Oeste,SC,53.72,57.65,62.0
Paulistas,MG,70.37,71.9,62.0
Formosa do Sul,SC,65.4,67.78,62.0
Carlópolis,PR,73.7,74.67,61.9
Três Arroios,RS,100.0,80.0,61.9
Camaçari,BA,33.55,40.43,61.9
Perdizes,MG,67.9,69.85,61.9
Lontras,SC,58.64,63.17,61.9
Pérola d'Oeste,PR,88.85,80.0,61.9
Toledo,PR,79.58,79.64,61.9
Nova Marilândia,MT,44.14,49.91,61.9
Alto Caparaó,MG,93.75,80.0,61.9
Várzea do Poço,BA,44.82,50.5,61.8
Santa Rita de Jacutinga,MG,41.62,47.7,61.8
Catuti,MG,61.25,64.35,61.8
Curiúva,PR,80.2,80.0,61.8
Minaçu,GO,75.66,76.32,61.8
Alto Bela Vista,SC,87.39,80.0,61.8
Passagem Franca,MA,76.76,77.24,61.8
Capela Nova,MG,83.06,80.0,61.8
Cabeceiras,GO,69.66,71.31,61.8
Salvaterra,PA,51.95,56.58,61.8
Fartura do Piauí,PI,36.65,43.27,61.8
Cascavel,PR,80.11,80.0,61.8
Aroeiras do Itaim,PI,53.33,57.75,61.8
São Pedro da Água Branca,MA,32.95,39.87,61.8
Campos Belos,GO,65.21,67.62,61.7
Palmitos,SC,60.16,61.82,61.7
Carnaubeira da Penha,PE,84.31,80.0,61.7
Campina do Simão,PR,85.54,80.0,61.7
Colinas do Sul,GO,62.72,65.56,61.6
São Pedro das Missões,RS,90.0,80.0,61.6
Macaparana,PE,72.61,73.76,61.6
Ji-Paraná,RO,70.52,80.0,61.6
Calçado,PE,57.35,61.11,61.5
Pedro Gomes,MS,33.66,40.53,61.5
Novo Planalto,GO,84.74,80.0,61.5
Parnaguá,PI,67.67,69.66,61.5
Amaral Ferrador,RS,64.44,72.06,61.5
Belo Campo,BA,47.6,52.89,61.5
Carolina,MA,44.54,50.25,61.5
Silva Jardim,RJ,55.39,59.47,61.4
Itaituba,PA,61.0,64.14,61.4
Benevides,PA,61.08,63.8,61.4
Barão de Monte Alto,MG,63.54,66.24,61.4
Cantagalo,PR,65.68,68.01,61.4
Três Passos,RS,82.1,80.0,61.3
Mandaguari,PR,85.06,80.0,61.3
Nova Mamoré,RO,63.02,65.81,61.3
Vila Bela da Santíssima Trindade,MT,49.57,52.17,61.3
Catolé do Rocha,PB,55.21,59.32,61.3
Ubatã,BA,31.43,38.45,61.3
Nova Palma,RS,84.14,80.0,61.3
Monte Alegre dos Campos,RS,63.26,66.01,61.3
Santa Rita do Itueto,MG,83.38,80.0,61.2
Fundão,ES,61.33,64.41,61.2
Miguel Calmon,BA,47.8,53.06,61.2
Cachoeira dos Índios,PB,42.05,48.08,61.2
Guaribas,PI,58.08,61.72,61.2
Bela Vista,MS,43.77,49.58,61.2
Planalto,RS,73.32,73.65,61.2
Imbuia,SC,64.78,67.27,61.1
Cordeiro,RJ,59.21,62.66,61.1
Presidente Kennedy,ES,68.35,70.22,61.1
Maria Helena,PR,64.7,67.2,61.1
Cristal,RS,61.01,68.53,61.1
Remanso,BA,25.1,32.32,61.1
Ibatiba,ES,80.52,80.0,61.0
Colares,PA,54.39,58.64,61.0
Caibaté,RS,89.44,80.0,61.0
Faina,GO,73.62,74.61,61.0
Siqueira Campos,PR,85.7,80.0,61.0
Jandaia,GO,77.19,77.61,61.0
Ponta Grossa,PR,75.79,76.43,61.0
Ocara,CE,89.45,80.0,60.9
Nova Iguaçu,RJ,33.23,40.13,60.9
Quirinópolis,GO,66.97,69.08,60.9
São Miguel dos Milagres,AL,34.51,41.31,60.9
Bom Sucesso,PR,53.53,57.91,60.9
Parnamirim,RN,44.3,50.04,60.9
Rondon,PR,68.42,70.28,60.9
Itaipava do Grajaú,MA,86.12,80.0,60.9
Itarana,ES,81.5,78.33,60.9
Correia Pinto,SC,60.3,63.0,60.9
Camacan,BA,34.0,40.84,60.9
São Pedro da Cipa,MT,72.89,74.0,60.9
Aparecida do Rio Negro,TO,30.07,37.16,60.9
Santa Vitória do Palmar,RS,53.75,59.99,60.9
Estrela do Norte,GO,67.18,69.25,60.8
Poções,BA,44.01,49.79,60.8
São Francisco,MG,45.74,51.71,60.8
Santa Rita do Tocantins,TO,63.15,65.92,60.8
Cruz do Espírito Santo,PB,54.48,60.34,60.8
Tocantinópolis,TO,34.41,41.22,60.8
Queimados,RJ,38.08,44.56,60.8
Niterói,RJ,51.92,56.56,60.7
Corumbá de Goiás,GO,72.1,73.34,60.7
Cachoeirinha,RS,59.56,61.68,60.7
Mossoró,RN,36.31,44.54,60.7
Apuarema,BA,37.0,43.58,60.7
Cândido Mota,SP,62.17,73.87,60.7
Redentora,RS,79.65,80.0,60.7
Utinga,BA,33.84,40.69,60.7
Jauru,MT,46.7,52.12,60.6
Santa Cruz do Capibaribe,PE,52.81,57.31,60.6
Ibicoara,BA,27.86,35.04,60.6
Mojuí dos Campos,PA,55.19,59.31,60.6
Tapauá,AM,49.77,54.31,60.6
São Domingos das Dores,MG,90.7,80.0,60.5
Glória de Dourados,MS,75.56,79.07,60.5
Rolante,RS,90.22,80.0,60.5
Florânia,RN,33.89,42.91,60.5
Salgueiro,PE,75.94,76.55,60.5
Pinheiral,RJ,51.35,56.08,60.5
Kaloré,PR,83.41,80.0,60.5
Condado,PE,45.57,51.14,60.5
São Francisco de Assis do Piauí,PI,33.64,40.51,60.4
Portel,PA,43.69,49.51,60.4
Vereda,BA,67.84,69.8,60.4
Papanduva,SC,67.68,72.03,60.4
Cruzeiro do Iguaçu,PR,81.66,80.0,60.4
Barra de Guabiraba,PE,80.78,80.0,60.4
Moju,PA,32.11,39.09,60.3
Dona Francisca,RS,73.46,80.0,60.3
Matias Barbosa,MG,58.84,62.35,60.3
Paracambi,RJ,64.31,66.88,60.3
Conceição dos Ouros,MG,61.94,64.92,60.3
Palmares do Sul,RS,57.27,57.88,60.3
Itaboraí,RJ,51.3,56.04,60.3
Água Boa,MT,59.1,62.56,60.3
Avelino Lopes,PI,40.98,47.14,60.3
Maravilha,SC,85.56,80.0,60.3
Carlos Chagas,MG,56.45,60.36,60.3
Ouro Preto do Oeste,RO,72.39,73.58,60.3
Alvorada do Sul,PR,69.39,71.09,60.2
Goiabeira,MG,67.76,69.73,60.2
Cocal dos Alves,PI,80.26,80.0,60.2
Denise,MT,64.87,61.8,60.2
Aveiro,PA,57.23,61.01,60.2
Pedro Canário,ES,68.97,70.99,60.2
Santa Maria do Herval,RS,78.3,78.55,60.2
Ponte Serrada,SC,66.34,57.53,60.2
Sousa,PB,42.43,49.9,60.2
Seropédica,RJ,46.5,51.95,60.2
São Felipe,BA,45.9,51.43,60.2
São Benedito do Rio Preto,MA,46.81,52.21,60.2
Tuneiras do Oeste,PR,71.46,72.81,60.1
Capoeiras,PE,50.95,55.74,60.1
Morro Agudo de Goiás,GO,100.0,80.0,60.1
Rio das Ostras,RJ,65.82,68.13,60.1
Vitória,ES,65.88,68.18,60.1
Guia Lopes da Laguna,MS,46.91,52.3,60.1
Pomerode,SC,63.17,65.94,60.0
Coronel Fabriciano,MG,47.39,52.71,60.0
Floriano Peixoto,RS,85.71,80.0,60.0
Grandes Rios,PR,65.01,67.46,60.0
Vitória de Santo Antão,PE,46.09,51.59,60.0
Espigão Alto do Iguaçu,PR,71.95,73.21,59.9
Pinhal Grande,RS,63.64,66.33,59.9
Rio Rufino,SC,65.74,68.06,59.9
União de Minas,MG,72.25,73.46,59.9
Fátima,BA,42.51,48.48,59.9
Mossâmedes,GO,85.24,80.0,59.9
Roca Sales,RS,75.61,76.28,59.9
Lagoa Santa,MG,62.69,64.72,59.9
Chapada Gaúcha,MG,48.19,54.23,59.9
Lajeado,RS,72.19,75.49,59.8
Porto de Pedras,AL,30.12,37.21,59.8
Maringá,PR,80.65,80.0,59.8
Jerônimo Monteiro,ES,70.14,71.71,59.7
Sengés,PR,80.66,80.0,59.7
Portalegre,RN,49.43,55.67,59.7
Flores da Cunha,RS,80.35,79.15,59.7
Guarani,MG,80.48,80.0,59.7
Jaguarari,BA,30.56,37.63,59.7
Serrania,MG,63.81,66.47,59.7
Dores do Rio Preto,ES,84.32,80.0,59.6
Iaciara,GO,64.01,66.63,59.6
Rianápolis,GO,76.56,77.08,59.6
São João do Manteninha,MG,79.89,79.91,59.6
Urucará,AM,62.37,60.83,59.6
Amaturá,AM,62.67,65.52,59.6
Vale do Anari,RO,36.95,43.54,59.6
Bernardino Batista,PB,61.38,64.46,59.6
Goianésia,GO,79.79,79.82,59.5
Novo Repartimento,PA,55.6,59.65,59.5
Rochedo,MS,38.71,45.12,59.5
Morrinhos,GO,62.28,65.2,59.5
Assis Chateaubriand,PR,80.21,80.0,59.5
Ferreira Gomes,AP,67.91,74.45,59.4
Prata,MG,55.38,59.46,59.4
Rio Bananal,ES,74.62,75.44,59.4
Pato Bragado,PR,90.47,80.0,59.4
Taquarussu,MS,78.85,79.02,59.4
Várzea da Roça,BA,32.58,39.52,59.4
Bom Jesus do Galho,MG,74.34,80.0,59.4
